"","year","Country","Happiness.Rank","Happiness.Score","Economy..GDP.per.Capita.","Family","Health..Life.Expectancy.","Freedom","Trust..Government.Corruption.","Generosity","Dystopia.Residual"
"54",2015,"Kazakhstan",54,5.855,0.191723313407344,0.191701110162254,0.109936806148591,0.0882134927412468,0.0144389410760034,0.020199829205807,2.24729
"55",2015,"Slovenia",55,5.848,0.202629958960328,0.217826607387141,0.149345075239398,0.10406121751026,0.00647571819425445,0.0433105335157319,1.61583
"56",2015,"Lithuania",56,5.833,0.196679238813646,0.215575175724327,0.125369449682839,0.0365883764786559,0.00176752957311846,0.00452768729641694,2.44649
"57",2015,"Nicaragua",57,5.828,0.101793067947838,0.1959231297186,0.127512010981469,0.0951870281400137,0.0331451612903226,0.0477264927934111,2.32407
"58",2015,"Peru",58,5.824,0.154565590659341,0.167340315934066,0.125372596153846,0.07125,0.0102833104395604,0.0257245879120879,2.5945
"59",2015,"Belarus",59,5.813,0.177519353173921,0.212091863065543,0.126626526750387,0.0652640633063823,0.0328401857904696,0.0190022363667641,2.1309
"60",2015,"Poland",60,5.791,0.194361940942842,0.220942842341564,0.134524261785529,0.091731997927819,0.00727335520635469,0.0289397340701088,1.86565
"61",2015,"Malaysia",61,5.77,0.194949740034662,0.185481802426343,0.125466204506066,0.091896013864818,0.0181993067590988,0.0573223570190641,1.88541
"62",2015,"Croatia",62,5.759,0.187973606528911,0.13826011460323,0.136837992707067,0.0449435665914221,0.00421948254905366,0.00945303003993749,2.75414
"63",2015,"Libya",63,5.754,0.196637122002086,0.194407368786931,0.122314911366006,0.0724157108098714,0.0191571080987139,0.031795272853667,2.09066
"64",2015,"Russia",64,5.716,0.199027291812456,0.216264870538838,0.117085374387684,0.0641689993002099,0.00525717284814556,0.0003481455563331,2.27394
"65",2015,"Jamaica",65,5.709,0.141947801716588,0.201614993869329,0.120408127517954,0.0883552285864425,0.00402697495183044,0.0371868978805395,2.32038
"66",2015,"North Cyprus",66,5.695,0.212126426690079,0.187898156277436,0.162170324846356,0.0860877963125549,0.0250746268656716,0.0459508340649693,1.59888
"67",2015,"Cyprus",67,5.689,0.212362453858323,0.157001230444718,0.162341360520302,0.0714923536649675,0.0108033046229566,0.0538548075232906,1.88931
"68",2015,"Algeria",68,5.605,0.167580731489741,0.192278322925959,0.110198037466548,0.0509884032114184,0.0310133809099019,0.0139553969669938,2.43209
"69",2015,"Kosovo",69,5.589,0.143403113258186,0.145281803542673,0.112957595276436,0.0442816246197889,0.00848273394167114,0.0506530685274647,2.76579
"70",2015,"Turkmenistan",70,5.548,0.172759552992069,0.221103100216294,0.0971268925739005,0.0858147080028839,0.0555948089401586,0.0306038211968277,1.86984
"71",2015,"Mauritius",71,5.477,0.183971152090561,0.179881321891546,0.129541719919664,0.102366258900858,0.0137319700566003,0.0689136388533869,1.76145
"72",2015,"Hong Kong",72,5.474,0.253204238217026,0.193310193642674,0.185107782243332,0.108892948483741,0.0678187796857874,0.0721191085129704,0.65429
"73",2015,"Estonia",73,5.429,0.212145883219746,0.226176091361208,0.142495855590348,0.0826818935347209,0.0279683182906613,0.0159882114569902,1.58782
"74",2015,"Indonesia",74,5.399,0.153411742915355,0.201348397851454,0.118157066123356,0.0863326541952213,0,0.0954528616410446,1.86399
"75",2015,"Vietnam",75,5.36,0.117940298507463,0.17019776119403,0.139320895522388,0.110902985074627,0.0194794776119403,0.031455223880597,2.20173
"76",2015,"Turkey",76,5.332,0.198983495873968,0.177479369842461,0.137231807951988,0.0427888222055514,0.0295311327831958,0.0229801200300075,2.08528
"77",2015,"Kyrgyzstan",77,5.286,0.089723798713583,0.217773363601967,0.123132803632236,0.0822493378736285,0.00800605372682558,0.0568104426787741,2.2327
"78",2015,"Nigeria",78,5.268,0.124212224753227,0.171662870159453,0.0303853454821564,0.0651746393318147,0.00764996203492787,0.0516951404707669,2.89319
"79",2015,"Bhutan",79,5.253,0.146662859318485,0.210156101275462,0.109284218541786,0.101286883685513,0.0294022463354274,0.0913725490196078,1.63794
"80",2015,"Azerbaijan",80,5.212,0.19644858019954,0.179955871066769,0.122879892555641,0.0710475825019187,0.0308231005372218,0.0149635456638526,2.00073
"81",2015,"Pakistan",81,5.194,0.114638043896804,0.079728532922603,0.099087408548325,0.0232999614940316,0.0201463226800154,0.064826723142087,3.10709
"82",2015,"Jordan",82,5.192,0.173724961479199,0.202989214175655,0.13412750385208,0.0783147149460709,0.0275288906009245,0.0212885208012327,1.87996
"83",2015,"Montenegro",82,5.192,0.187669491525424,0.174416409861325,0.139678351309707,0.0351694915254237,0.0275346687211094,0.0310862865947612,2.10017
"84",2015,"China",84,5.14,0.173175097276265,0.184192607003891,0.158867704280156,0.100577821011673,0.00541050583657588,0.0159241245136187,1.8604
"85",2015,"Zambia",85,5.129,0.09170988496783,0.178615714564243,0.0583427568726847,0.0951978943263794,0.0243088321310197,0.0381965295379216,2.6343
"86",2015,"Romania",86,5.124,0.203639734582358,0.172888368462139,0.150058548009368,0.0684387197501952,0.00126658860265418,0.0268306010928962,1.93129
"87",2015,"Serbia",87,5.123,0.179685731016982,0.197079836033574,0.146078469646691,0.0392484872145227,0.00510833495998438,0.0375385516299044,2.025
"88",2015,"Portugal",88,5.102,0.22734417875343,0.223314386515092,0.171538612308898,0.100880047040376,0.00211289690317523,0.0268894551156409,1.26462
"89",2015,"Latvia",89,5.098,0.218344448803452,0.214911730090231,0.142089054531189,0.0582012553942723,0.0124205570812083,0.0357512750098078,1.62215
"90",2015,"Philippines",90,5.073,0.139034102109206,0.204052828700966,0.114555489848216,0.123289966489257,0.0242046126552336,0.0492627636506998,1.7536
"91",2015,"Somaliland region",91,5.057,0.0372691318963813,0.188158987542021,0.0867569705358908,0.0921139015226419,0.0789559027091161,0.0995016808384417,2.11032
"92",2015,"Morocco",92,5.013,0.146576900059844,0.127857570317175,0.121591861160981,0.0831657690005985,0.01704767604229,0.0143068023139836,2.45373
"93",2015,"Macedonia",93,5.007,0.183445176752546,0.200183742760136,0.146884361893349,0.0668204513680847,0.0106391052526463,0.0446554823247454,1.73933
"94",2015,"Mozambique",94,4.971,0.0167129350231342,0.206449406558037,0.0183685375176021,0.0684711325688996,0.0313880506940253,0.0447978273989137,3.05137
"95",2015,"Albania",95,4.959,0.177186932849365,0.16219802379512,0.163994757007461,0.0720568663036903,0.0129320427505546,0.0287799959669288,1.89894
"96",2015,"Bosnia and Herzegovina",96,4.949,0.168161244695898,0.185726409375631,0.159791877146898,0.0186805415235401,0.000458678520913316,0.0501272984441301,2.06367
"97",2015,"Lesotho",97,4.898,0.0766537362188648,0.212541853817885,0.0155410371580237,0.0648570845242956,0.0255287872601062,0.0334585545120457,2.79832
"98",2015,"Dominican Republic",98,4.885,0.18328966223132,0.239922210849539,0.136796315250768,0.118059365404299,0.0291381780962129,0.044388945752303,1.21305
"99",2015,"Laos",99,4.876,0.121136177194422,0.151359721082855,0.112610746513536,0.122212879409352,0.0497313371616079,0.0865299425758819,1.73799
"100",2015,"Mongolia",100,4.874,0.169919983586377,0.266844480919163,0.123652031185884,0.0895075913007796,0.00546983996717275,0.0681780878128847,1.34759
"101",2015,"Swaziland",101,4.867,0.146303677830286,0.220431477296076,0.015545510581467,0.0629915759194576,0.00628724059995891,0.037515923566879,2.48676
"102",2015,"Greece",102,4.857,0.237607576693432,0.191338274655137,0.181620341774758,0.0158513485690756,0.00287626106650196,0,1.80101
"103",2015,"Lebanon",103,4.839,0.21195288282703,0.165325480471172,0.173480057863195,0.0700888613349866,0.0094688985327547,0.0451622235999173,1.57059
"104",2015,"Hungary",104,4.8,0.233529166666667,0.250447916666667,0.158135416666667,0.0669,0.00574583333333333,0.0266666666666667,1.24074
"105",2015,"Honduras",105,4.788,0.124335839598997,0.199139515455305,0.145175438596491,0.0838512949039265,0.0142543859649123,0.048093149540518,1.84408
"106",2015,"Tajikistan",106,4.786,0.0815858754701212,0.178777684914333,0.119889260342666,0.0986544086920184,0.0314918512327622,0.0480025073129962,2.11399
"107",2015,"Tunisia",107,4.739,0.185931631145811,0.127514243511289,0.155714285714286,0.0554294154884997,0.0134163325596117,0.0135703734965183,2.12466
"108",2015,"Palestinian Territories",108,4.715,0.126971367974549,0.196305408271474,0.140010604453871,0.0519597030752916,0.0273700954400848,0.0238621420996819,2.04384
"109",2015,"Bangladesh",109,4.694,0.0846889646357052,0.0918321261184491,0.128172134639966,0.0869620792501065,0.0267767362590541,0.0452109075415424,2.51767
"110",2015,"Iran",110,4.686,0.215279556124627,0.116190781049936,0.148965002134016,0.0640909090909091,0.0125117370892019,0.0812761416986769,1.6944
"111",2015,"Ukraine",111,4.681,0.170704977568896,0.256949369792779,0.143964964751122,0.0536701559495834,0.00632557145908994,0.03263191625721,1.5714
"112",2015,"Iraq",112,4.677,0.210709856745777,0.175088732093222,0.12879409878127,0,0.0294804361770366,0.0383194355355997,1.95335
"113",2015,"South Africa",113,4.642,0.19829599310642,0.255208961654459,0.0596467040068936,0.0715359758724688,0.019138302455838,0.025792761740629,1.71956
"114",2015,"Ghana",114,4.633,0.117759551046838,0.14667386142888,0.0866220591409454,0.0913921864882366,0.00939995683142672,0.0498316425642132,2.30919
"115",2015,"Zimbabwe",115,4.61,0.0587852494577007,0.224026030368764,0.0726138828633406,0.0560976138828633,0.0175249457700651,0.0411865509761388,2.44191
"116",2015,"Liberia",116,4.571,0.0155764602931525,0.172758696127762,0.0748217020345657,0.0624174141325749,0.0136337781667031,0.0532968715817108,2.77729
"117",2015,"India",117,4.565,0.141290251916758,0.0836232201533406,0.112878422782037,0.0871544359255203,0.0186024096385542,0.0579956188389923,2.27513
"118",2015,"Sudan",118,4.55,0.114520879120879,0.222865934065934,0.0810505494505495,0.022156043956044,0.0322197802197802,0.0418945054945055,2.20857
"119",2015,"Haiti",119,4.518,0.0590371845949535,0.164457724656928,0.0859827357237716,0.0540615316511731,0.0380146082337317,0.102228862328464,2.24173
"120",2015,"Congo (Kinshasa)",120,4.517,0,0.221651538631835,0.0217090989594864,0.0500442771751162,0.0168806730130618,0.0549789683418198,2.86712
"121",2015,"Nepal",121,4.514,0.079745237040319,0.191513070447497,0.125994683207798,0.0848072662826761,0.0130859548072663,0.0715463003987594,1.95637
"122",2015,"Ethiopia",122,4.512,0.042271719858156,0.133878546099291,0.0976396276595745,0.0962987588652482,0.0333510638297872,0.0539117907801418,2.44876
"123",2015,"Sierra Leone",123,4.507,0.07327268693144,0.212050144220102,0,0.0906145995118704,0.0194941202573774,0.0476769469713779,2.51009
"124",2015,"Mauritania",124,4.436,0.102360234445446,0.195915238954013,0.0808701532912534,0.0546257889990983,0.0393620378719567,0.0493688007213706,2.11773
"125",2015,"Kenya",125,4.419,0.0825322471147318,0.226014935505771,0.093765557818511,0.095530663045938,0.0132133966960851,0.0849558723693143,1.78555
"126",2015,"Djibouti",126,4.369,0.100766765850309,0.135516136415656,0.0830647745479515,0.105456626230259,0.0643282215609979,0.0414122224765393,2.05125
"127",2015,"Armenia",127,4.35,0.1766,0.178645977011494,0.167793103448276,0.0456252873563218,0.00896551724137931,0.0180574712643678,1.75873
"128",2015,"Botswana",128,4.332,0.2293513388735,0.254995383194829,0.0110249307479224,0.114254385964912,0.0287950138504155,0.0241481994459834,1.46181
"129",2015,"Myanmar",129,4.307,0.0629394009751567,0.16462735082424,0.112017645693058,0.102198746227072,0.0441931739029487,0.184787555142791,1.41805
"130",2015,"Georgia",130,4.297,0.172655340935536,0.0897416802420293,0.169713753781708,0.0944309983709565,0.0892040958808471,0.0129090062834536,1.59541
"131",2015,"Malawi",131,4.292,0.00373718546132339,0.095838769804287,0.0525675675675676,0.100312208760485,0.0162558247903076,0.0771854613233924,2.80791
"132",2015,"Sri Lanka",132,4.271,0.195560758604542,0.238597518145633,0.165783188948724,0.1257925544369,0.0214914539920393,0.0955935378131585,0.67108
"133",2015,"Cameroon",133,4.252,0.0993650047036689,0.208765286923801,0.0550376293508937,0.115966603951082,0.0136077140169332,0.0484901222953904,1.95071
"134",2015,"Bulgaria",134,4.218,0.239962067330488,0.262242769084874,0.181718824087245,0.0725154101469891,0.00206733048838312,0.0282622095779991,0.89991
"135",2015,"Egypt",135,4.194,0.210252742012399,0.178111587982833,0.147143538388174,0.0412207916070577,0.0150786838340486,0.0269217930376729,1.59927
"136",2015,"Yemen",136,4.077,0.134042187883247,0.167017414765759,0.0982683345597253,0.0872479764532745,0.0192641648270787,0.0223963698798136,1.92313
"137",2015,"Angola",137,4.033,0.187894867344409,0.213339945450037,0.041366228613935,0.0257475824448301,0.0176593106868336,0.0306074882221671,1.94939
"138",2015,"Mali",138,3.995,0.0652665832290363,0.259138923654568,0.0515219023779725,0.0972640801001252,0.030918648310388,0.0470538172715895,1.79293
"139",2015,"Congo (Brazzaville)",139,3.989,0.170132865379794,0.166182000501379,0.07784156430183,0.103950864878416,0.0292955627976937,0.0310554023564803,1.68135
"140",2015,"Comoros",140,3.956,0.0604297269969666,0.20038675429727,0.0917972699696663,0.0579297269969666,0.0503033367037412,0.044087462082912,1.95812
"141",2015,"Uganda",141,3.931,0.0536809972017298,0.288219282625286,0.0861383871788349,0.116324090562198,0.0184863902314933,0.0739404731620453,1.42766
"142",2015,"Senegal",142,3.904,0.0934887295081967,0.250048668032787,0.111526639344262,0.0941905737704918,0.0274410860655738,0.0533888319672131,1.44395
"143",2015,"Gabon",143,3.896,0.272135523613963,0.232361396303901,0.111324435318275,0.0819147843942505,0.028467659137577,0.0175102669404517,0.99895
"144",2015,"Niger",144,3.845,0.0180494148244473,0.200949284785436,0.0772613784135241,0.124036410923277,0.0406736020806242,0.0504213263979194,1.87877
"145",2015,"Cambodia",145,3.819,0.120549882168107,0.164273369992145,0.160026184865148,0.173464257659073,0.0189761717727154,0.105679497250589,0.98195
"146",2015,"Tanzania",146,3.781,0.0754297804813541,0.265189103411796,0.101071145199683,0.0869558317905316,0.0151996826236445,0.0909203914308384,1.38079
"147",2015,"Madagascar",147,3.681,0.0565715838087476,0.181475142624287,0.12692474870959,0.0521162727519696,0.0220700896495518,0.0579543602281989,1.851
"148",2015,"Central African Republic",148,3.678,0.0213431212615552,0,0.0182137030995106,0.1328955954323,0.022536704730832,0.0648042414355628,2.7223
"149",2015,"Chad",149,3.667,0.0932451595309517,0.20742296154895,0.0409326424870466,0.0640878101990728,0.0143686937551132,0.0501390782656122,1.94296
"150",2015,"Guinea",150,3.656,0.0476394967177243,0.127119803063457,0.0656701312910284,0.103186542669584,0.03320295404814,0.0783834792122538,1.99172
"151",2015,"Ivory Coast",151,3.655,0.127316005471956,0.210984952120383,0.0415458276333789,0.128224350205198,0.0490341997264022,0.0551709986320109,1.41723
"152",2015,"Burkina Faso",152,3.587,0.0719598550320602,0.237490939503764,0.0756202955115696,0.110100362419849,0.0357736269863396,0.0606272651240591,1.46494
"153",2015,"Afghanistan",153,3.575,0.0894601398601399,0.0847132867132867,0.0848531468531468,0.0654937062937063,0.027186013986014,0.102125874125874,1.9521
"154",2015,"Rwanda",154,3.465,0.0640923520923521,0.223290043290043,0.123705627705628,0.170854256854257,0.159281385281385,0.0653044733044733,0.67042
"155",2015,"Benin",155,3.34,0.0858233532934132,0.105946107784431,0.0955389221556886,0.145059880239521,0.0239820359281437,0.0546706586826347,1.63328
"156",2015,"Syria",156,3.006,0.220625415834997,0.157980705256154,0.240163007318696,0.0521756487025948,0.0628942115768463,0.156949434464405,0.32858
"157",2015,"Burundi",157,2.905,0.00526678141135972,0.143156626506024,0.0770946643717728,0.0407917383820998,0.0346368330464716,0.0679070567986231,1.83302
"158",2015,"Togo",158,2.839,0.0735047551954914,0.0492955265938711,0.100186685452624,0.128400845368087,0.0377985206058471,0.0587566044381825,1.56726
"159",2016,"Denmark",1,7.526,0.191573212862078,0.154629285144831,0.105639117725219,0.076987775710869,0.0590659048631411,0.048061387191071,2.73939
"160",2016,"Switzerland",2,7.509,0.203399920095885,0.1525156478892,0.114932747369823,0.0779824210946864,0.0548714875482754,0.0373991210547343,2.69463
"161",2016,"Iceland",3,7.501,0.190195973870151,0.157746967071057,0.115628582855619,0.0754886015197973,0.0199640047993601,0.0635621917077723,2.83137
"162",2016,"Norway",4,7.498,0.210381435049346,0.15029341157642,0.10613363563617,0.0794998666311016,0.0477140570818885,0.0505401440384102,2.66465
"163",2016,"Finland",5,7.413,0.189664103601781,0.153060839066505,0.109390260353433,0.077032240658303,0.0553136382031566,0.0343882368811547,2.82596
"164",2016,"Canada",6,7.404,0.194509724473258,0.148041599135602,0.111777417612102,0.0774851431658563,0.0423136142625608,0.0605537547271745,2.70485
"165",2016,"Netherlands",7,7.339,0.19957487396103,0.140226188854067,0.110684016896035,0.0752295953127129,0.0407780351546532,0.0646082572557569,2.70749
"166",2016,"New Zealand",8,7.334,0.185527679301882,0.159910008181074,0.113302427052086,0.0792841559858195,0.0571366239432779,0.0673588764657758,2.47553
"167",2016,"Australia",9,7.313,0.197515383563517,0.151067961165049,0.116395460139478,0.077720497743744,0.0442103104061261,0.0648256529468071,2.5465
"168",2016,"Sweden",10,7.291,0.199123577012755,0.14917569606364,0.114004937594294,0.0798491290632286,0.0560512961185023,0.0524674255931971,2.54734
"169",2016,"Israel",11,7.267,0.184073207651025,0.136971239851383,0.116852896656117,0.050133480115591,0.0120104582358607,0.0444309894041558,3.31029
"170",2016,"Austria",12,7.119,0.203733670459334,0.152244697288945,0.113168984407922,0.0763520157325467,0.0299873577749684,0.046165191740413,2.69343
"171",2016,"United States",13,7.104,0.212269144144144,0.147497184684685,0.109656531531532,0.0677970157657658,0.0209290540540541,0.0578223536036036,2.72782
"172",2016,"Costa Rica",14,7.087,0.150809933681388,0.144139974601383,0.107444616904191,0.0779243685621561,0.0148821786369409,0.0318230563002681,3.35168
"173",2016,"Puerto Rico",15,7.039,0.193128285267794,0.153591419235687,0.110467395936923,0.0665193919590851,0.0174385566131553,0.0315414121324052,3.0076
"174",2016,"Germany",16,6.994,0.207016013726051,0.156954532456391,0.116509865599085,0.0764455247354876,0.0408221332570775,0.0435401772948241,2.50931
"175",2016,"Brazil",17,6.952,0.156435558112773,0.149508055235903,0.0883414844649022,0.0581487341772152,0.0203768699654776,0.022692750287687,3.50733
"176",2016,"Belgium",18,6.929,0.205713667195844,0.151896377543657,0.118284023668639,0.0741145908500505,0.0378813681627941,0.0349834030884688,2.61355
"177",2016,"Ireland",19,6.907,0.2147690748516,0.168172868104821,0.117931084407123,0.0781931373968438,0.043078036774287,0.0650977269436803,2.15988
"178",2016,"Luxembourg",20,6.871,0.24705574152234,0.151359336341144,0.123041769756949,0.0798573715616358,0.0514175520302722,0.0401266191238539,2.11055
"179",2016,"Mexico",21,6.778,0.164514606078489,0.105429330185896,0.104961640601947,0.0556344054293302,0.0270802596636176,0.0173133667748598,3.55906
"180",2016,"Singapore",22,6.739,0.244183113221546,0.128740169164564,0.140553494583766,0.0723697878023446,0.0697239946579611,0.0485324232081911,1.99375
"181",2016,"United Kingdom",23,6.725,0.208599256505576,0.16159405204461,0.120432713754647,0.0744029739776952,0.0407420074349442,0.0745814126394052,2.14999
"182",2016,"Chile",24,6.705,0.181461595824012,0.13510365398956,0.122122296793438,0.0563594332587621,0.0170782997762864,0.0471215510812826,2.95505
"183",2016,"Panama",25,6.701,0.17654976869124,0.147607819728399,0.105708103268169,0.0730144754514252,0.012569765706611,0.0360841665423071,3.00559
"184",2016,"Argentina",26,6.65,0.173138345864662,0.160318796992481,0.104828571428571,0.063584962406015,0.0109714285714286,0.0165248120300752,3.12985
"185",2016,"Czech Republic",27,6.596,0.198476349302608,0.152809278350515,0.115791388720437,0.0627926015767132,0.00604305639781686,0.0150530624620982,2.96211
"186",2016,"United Arab Emirates",28,6.573,0.239391449870683,0.132533089913282,0.111049748973072,0.0855241137988742,0.0541016278715959,0.0404548912216644,2.21507
